learner_id,country,degree,institution,major
Learner#2fd9c4d1-04d8-421f-b645-708f4e181697,Philippines,Undergraduate Student,Cavite State University,Marketing
Learner#2fd9e758-30b3-42bf-b6b2-3529d9924a5c,Nigeria,Undergraduate Student,Alision institution,Business Administration
Learner#2fda9ef7-d82e-4b74-9207-015eb40950da,India,Graduate Student,Saint Louis University,Computer Information Systems
Learner#2fdb03f6-1160-4a39-ac33-b66b4b24f95e,Zimbabwe,Undergraduate Student,Harare Institute of Public Health,Accounting
Learner#2fdb5579-1427-4081-b6da-a8d08700951c,India,NULL,NULL,NULL
Learner#2fdda504-6af6-48ee-baa7-c8cec5011efe,United States,NULL,NULL,NULL
Learner#2fdea373-388d-4546-9d58-59eea402051c,India,NULL,NULL,NULL
Learner#2fdedabf-db46-4082-8cc1-541927e6cb0c,India,Graduate Student,Excel Engineering College,Computer Science and Engineering
Learner#2fdf358f-85dd-4393-a86a-68146a47bbcc,India,NULL,NULL,NULL
Learner#2fdf9491-943e-4b98-a84a-e7a27c88166d,India,Not in Education,Lnct university,Other
Learner#2fdfa5bd-64f6-4054-811d-08edbfb36f37,Bangladesh,Undergraduate Student,DMRC,Computer Science and Engineering
Learner#2fdfc6de-12f3-4c1f-af39-5e6dec02204d,South Africa,Graduate Student,Cape Peninsula University of Technology,Project Management
Learner#2fe13a9e-1135-49c4-a094-d40eed4e39ac,Kenya,NULL,NULL,NULL
Learner#2fe1fe82-e126-436a-8088-f24c72066905,Egypt,Graduate Student,Alexandria University,Political Science
Learner#2fe20beb-f4c0-47a4-a6ec-d0125161b301,Kenya,NULL,NULL,NULL
Learner#2fe20fc3-9c15-41d9-bb17-5f5bcc1868ec,India,NULL,NULL,NULL
Learner#2fe222fd-aea5-4c59-baee-14fa66fe5291,United States,Graduate Student,Saint Louis University,Information Systems
Learner#2fe2ab0d-a2b5-4d49-9283-74dee5d43765,India,Graduate Student,Illinois Institute of Technology,Computer Science
Learner#2fe2d925-aab9-4491-a0d6-97a38d50afd8,Nigeria,Graduate Student,"Ahmadu Bello University, Zaria",Public Administration
Learner#2fe2df68-2ade-446b-8a02-c3b37eef1474,Nigeria,NULL,NULL,NULL
Learner#2fe32eeb-6211-4d7d-bdbc-e313ba296ce9,Pakistan,Graduate Student,Minhaj University,International Relations
Learner#2fe42c34-14fc-4256-8870-b189bfabee33,Nigeria,NULL,NULL,NULL
Learner#2fe44f57-7ff1-42c3-b5af-e04c983658ca,Bangladesh,Undergraduate Student,BRAC university,Finance
Learner#2fe4a212-53a7-4b54-a263-f1f4ac55bfd1,India,Undergraduate Student,SIMATS Engineering,Idk
Learner#2fe51a6f-b154-4965-bb93-914de89bd931,Pakistan,NULL,NULL,NULL
Learner#2fe751e8-f8bd-4c5b-819e-94e712e0e47d,Ghana,NULL,NULL,NULL
Learner#2fe86010-4b34-4b3f-bc3b-b21c9ec631eb,Bangladesh,Undergraduate Student,national university bangladesh,Mathematics
Learner#2fe9090e-627b-48c0-a5d1-dca42acd76c2,India,Graduate Student,"Aryabhatta College, Delhi University",Data Analysis
Learner#2fe90e6f-4423-45d1-96ba-68264ca362df,India,Undergraduate Student,Mit wpu,Computer Engineering
Learner#2feb1b71-0d96-4154-a2ef-6b6eae638b5d,India,NULL,NULL,NULL
Learner#2febe569-8702-45ab-95b7-58773ed36620,Nigeria,NULL,NULL,NULL
Learner#2fecbc44-6663-4cb2-9761-7794ea46e5f9,Nigeria,NULL,NULL,NULL
Learner#2fed2fa2-285d-4017-9b02-e8b28d154dd1,South Africa,NULL,NULL,NULL
Learner#2ff3821e-9ffb-4ecc-b563-e0d5229951e4,Pakistan,NULL,NULL,NULL
Learner#2ff07aa7-5923-41b4-8cb7-f0ecf4d41567,India,Undergraduate Student,RISE Krishna Sai Gandhi Group Of Institutions,Data Science
Learner#2ff0ac45-6b92-43d9-adff-1398378ebee0,Pakistan,Not in Education,University of Education lahore,Computer Science and Engineering
Learner#2ff0e42d-d1e2-4400-beb3-8c4b2534d603,Pakistan,NULL,NULL,NULL
Learner#2ff1c2bf-fda6-49c3-9709-bab5a342235d,Pakistan,NULL,NULL,NULL
Learner#2ff39283-a473-4191-8942-303929360c98,Nigeria,Graduate Student,"Federal Polytechnic Ede, Osun State, Nigeria",Human Resources
Learner#2ff39291-0e33-4a73-afcc-7bc3ecf68ed7,India,Graduate Student,Iiest,Aerospace Engineering
Learner#2ff3e4b6-6849-47c5-8bff-2d6f316e5294,Kenya,NULL,NULL,NULL
Learner#2ff3ed9a-fb00-4514-aab1-33fe3054b811,Nigeria,Undergraduate Student,Usmanu Danfodiyo University Sokoto,Computer Science
Learner#2ff3f152-14b9-4e6a-932f-fc727ba37a8d,India,NULL,NULL,NULL
Learner#2ffa84ea-7984-4109-a46d-69781a8534d8,China,Graduate Student,南京财经大学红山学院,Commerce
Learner#2ff4611c-92fd-4d7a-8441-0bafc2c838c7,Nigeria,Undergraduate Student,Rivers state university,Food Science
Learner#2ff4a10a-6b5e-4ae5-8a0c-c231743deb1e,Nigeria,Undergraduate Student,Ahmadu Bello University Zaria,Medicine
Learner#2ff4bd72-219a-49e1-b3d2-d106104ee15a,Bangladesh,NULL,NULL,NULL
Learner#2ff4e398-804f-4214-a092-ab5864ab888c,India,NULL,NULL,NULL
Learner#2ff57482-139a-42f2-980d-17ffaf7ffe58,India,Graduate Student,MVSR Engineering College,Information Systems
Learner#2ff5b47c-9df8-4883-abcf-7d0ff47481cc,Pakistan,Undergraduate Student,Karachi University,Bachelor of Science in Computer Science
Learner#2ff6292e-e6b7-448c-b865-fb8bbecbaf44,Kenya,NULL,NULL,NULL
Learner#2ff6d87f-8fcb-4cc1-a532-a91ccc771289,India,Graduate Student,Sri sairam engineering college,Computer Science
Learner#2ff7330f-3884-4c04-96b5-8872321a3a03,Nigeria,NULL,NULL,NULL
Learner#2ff7cf4f-9760-4b0e-af23-5e2154370620,United States,High School Student,Morgan park high school,Computer Science
Learner#2ff8f0f8-e6b6-4cbf-9cca-92c848cc1f87,Ghana,High School Student,Presbyterian Boys%27 Secondary School,Law and Legal Studies
Learner#2ff8fd78-4242-4241-830d-5e70fbb5b3f0,India,Undergraduate Student,BV RAJU INSTITUTE OF TECHNOLOGY,Mechanical Engineering
Learner#2ff92f85-b331-42c5-b2b1-7b2b48b0d5cc,India,High School Student,"DAV Public School, Chandrasekharpur",Economics
Learner#2ff9a4e3-7fc7-46e8-9680-6231ad97724f,India,NULL,NULL,NULL
Learner#2ffa7df1-fedb-44df-b04c-44e36302f324,Uganda,NULL,NULL,NULL
Learner#2ffac087-a36f-43e9-b45c-993140abea51,Nigeria,NULL,NULL,NULL
Learner#2ffc2dbf-7a81-43fa-8c6c-008d375c11dd,Ghana,Graduate Student,UPSA,Finance
Learner#2ffd11d4-45b0-4b12-9a14-07fe4dfe7b61,Pakistan,NULL,NULL,NULL
Learner#2ffd1660-ef00-41bb-b089-0fae525fe5f2,Nigeria,NULL,NULL,NULL
Learner#2ffd4f95-5893-4812-ad5d-73b33cce328b,South Africa,Undergraduate Student,Ekhuruleni East Tvet College,Business Management
Learner#2ffda60c-5fd9-4539-8f51-083e6a34518e,Nigeria,Graduate Student,BU,Medicine
Learner#2ffdd0af-af72-4806-a960-98755e2f738d,India,NULL,NULL,NULL
Learner#2ffe7837-80d2-4fe9-9c83-eb82fd120f57,India,NULL,NULL,NULL
Learner#2ffeaeab-64bd-4d9e-9d4f-3ef7cb35f930,NULL,NULL,NULL,NULL
Learner#2ffee5d8-aa79-4e58-a1ee-2722a6290e72,United States,NULL,NULL,NULL
Learner#2fffd2e3-4dca-4fff-b338-8475ee623a92,Pakistan,NULL,NULL,NULL
Learner#2fffe68b-98e3-43fd-a899-978cf1299c56,India,NULL,NULL,NULL
Learner#30004841-c7a7-4f08-bce0-02fd7ac40ef8,India,NULL,NULL,NULL
Learner#30005c06-9300-49cc-b05a-c98856d7798b,India,Not in Education,Sri Aurobindo Institute of Technology,Other
Learner#30026e7d-53f0-485f-b937-9d1f31945028,Pakistan,NULL,NULL,NULL
Learner#3002deaa-0478-4350-9d6e-f98bdef88215,Nigeria,Undergraduate Student,Federal University of Technology Akure,Information Technology
Learner#30030cbe-eb68-43a9-a2e4-46ca05ac17ad,Nigeria,NULL,NULL,NULL
Learner#30032c49-f98d-4810-a211-6bdb0948e188,Egypt,Undergraduate Student,Alexandria university,Business Administration
Learner#300402f3-f424-407e-a674-e34840922f5a,Kenya,NULL,NULL,NULL
Learner#30044b29-325b-4bde-acfe-dea4bdaebd35,Kenya,Undergraduate Student,Moi University,Economics
Learner#3005243b-00f6-4ec6-9361-453e4f9c44b0,Nigeria,NULL,NULL,NULL
Learner#300525df-1009-40e8-b205-f4e0afeaddb4,United States,High School Student,IDEA PCS,Mechanical Engineering
Learner#3008bd69-ea2a-418b-989f-1cd9bec638c8,India,Undergraduate Student,"University Institute of Technology, HPU Shimla",Computer Science Engineering
Learner#300912d5-aa24-4277-885f-a42eeda7b091,Nigeria,Graduate Student,"Federal University of Technology, Owerri",Petroleum Engineering
Learner#300935c0-c286-466c-b489-67a2a019b01d,Nigeria,Graduate Student,University of Ibadan,Microbiology
Learner#30096023-5497-417b-a0fb-6400d4fdc1b9,Pakistan,High School Student,Eden,Social Work
Learner#300a2103-0b5f-412f-a336-a20aaffe21f5,Philippines,Undergraduate Student,Tarlac State University,Marketing
Learner#300ae884-7581-4bd5-9f6e-19022c090ab7,Pakistan,High School Student,City School,Medicine
Learner#300be1ad-a35c-4ba8-95cb-b174b1aab909,United States,Undergraduate Student,University of Illinois at Chicago,Computer Science
Learner#300c1041-9b8d-4dae-8b69-bbcba0cd216e,Ethiopia,Graduate Student,"Ethiopian Institute of Architecture, Building Construction and City development (EiABC)",Environmental Planning and Landscape Design
Learner#300df873-8f06-43f4-875d-ff9342884c5e,Nigeria,Not in Education,Nil,Nil
Learner#300eee5f-9ec8-4bb4-a4ab-2e602a95e0c7,Ghana,NULL,NULL,NULL
Learner#300f7c84-0e40-4b34-b554-12b88830836c,Nigeria,NULL,NULL,NULL
Learner#301055e5-1e32-40c5-9304-fc35905d1283,Pakistan,Undergraduate Student,Ned university of Engineering and technology,Psychology
Learner#301060ae-4a93-450c-ab96-1e012f3b9998,Pakistan,NULL,NULL,NULL
Learner#30108346-a8d3-4740-b3cb-bf6ca2edea2b,Nigeria,Undergraduate Student,National Open University Nigeria,Computer Science
Learner#3010c027-ea67-4319-8217-2c03d8c7ac80,India,NULL,NULL,NULL
Learner#3012b347-d95c-4d5f-a768-f9d27bf5ece4,Pakistan,High School Student,The academy of excellencw,Computer Science
Learner#30132bc8-93de-4473-8e82-09f1c39fb1b3,India,NULL,NULL,NULL
Learner#3013672c-d292-4b0f-b5e1-1e42138ea903,Nigeria,NULL,NULL,NULL
Learner#3013d72f-8858-4290-b5ab-141e004b2234,Nigeria,NULL,NULL,NULL
Learner#30159d03-a422-442b-aa00-5dd3c92c7d3a,Ethiopia,High School Student,Safari Academy,Physics and Astronomy
Learner#3016119d-cdfa-418b-bdc7-bc68a164ec34,Nigeria,NULL,NULL,NULL
Learner#3016342a-896a-4fed-a15b-b92905338cf2,Pakistan,NULL,NULL,NULL
Learner#3019170a-0148-4cb5-be56-210204f38644,Nigeria,Graduate Student,Obafemi Awolowo University,English Language and Literature
Learner#301935ca-0523-47c7-bf41-827bf33be9df,India,NULL,NULL,NULL
Learner#3019b67e-dace-4023-b233-77f74540c462,Nigeria,Graduate Student,Osun State University,Human Resources
Learner#301a1831-898a-4bb5-bbde-6a1e797289a6,Nigeria,Undergraduate Student,Crawford University Ota,Sociology
Learner#301a2ca7-bd21-41f6-8d2c-75bd623a4ab1,Nigeria,NULL,NULL,NULL
Learner#301eb6be-529f-4db5-8aef-b4c0458257d3,NULL,NULL,NULL,NULL
Learner#301aa0ce-92e0-4c89-96aa-00a8d2cb440d,Nigeria,Undergraduate Student,University of Calabar,Computer Science
Learner#301ad510-ebac-4d9f-b6d2-10543d54f135,Nigeria,Graduate Student,Rivers State University,Communication and Media Studies
Learner#301c476a-fd91-4f11-8cff-b13c1041797b,Kenya,NULL,NULL,NULL
Learner#301ceb34-729f-4fd9-9d37-1db4b9cc915e,Ghana,Undergraduate Student,Kwame Nkrumah University of Science and Technology,Statistics
Learner#301eba6c-a243-4e14-b94b-edf470204f1c,Nigeria,Other Professional,Institute of Chartered Accountants of Nigeria,Accountant
Learner#301d0522-eeb6-49cb-9e6c-2c9a692b5d23,Pakistan,Undergraduate Student,SZABIST University Islamabad,Software Engineering
Learner#301dab18-7650-4ebf-a45c-b37c354945db,Philippines,Graduate Student,Sta. Maria National Senior High School,I Am A Senior High School Graduated with Honors From General Academic Strand
Learner#301e1a58-c25d-4f78-913d-191bcbb313b2,Nigeria,Graduate Student,University of Ilorin,Estate Management
Learner#301e2e9e-eb02-456e-b21f-24b107efad9e,Nigeria,Graduate Student,Baze University Abuja,Cyber Security
Learner#301f0f04-4592-4236-a720-7e0c74976250,India,Graduate Student,University of Delhi,Accounting and Finance
Learner#301f3aa0-a8fc-4c43-ab99-b788bf35e790,Ghana,Graduate Student,University of Cape Coast,Social Science
Learner#301f8cee-eb03-4548-a3c6-d6214985f2e3,India,Graduate Student,Rajasthan nursing,Science Laboratory Technology
Learner#301fa22c-0e46-4f51-a053-4bad00d6a8c8,Nigeria,NULL,NULL,NULL
Learner#301fc16b-2daf-4250-8d5a-72cb71713ee1,Kenya,Graduate Student,University of embu,Data Analytics
Learner#30204480-9f1b-49bf-93e3-69385aec1238,India,NULL,NULL,NULL
Learner#30205d94-786c-4bc3-86c4-c1c46d9f4150,India,NULL,NULL,NULL
Learner#30207064-6d41-49b2-88cd-660d995c05e9,Egypt,NULL,NULL,NULL
Learner#3020c0b5-8ef3-4c7a-8440-769fe8ad5a4d,India,Not in Education,S.R. Govt. college,Other
Learner#30229e38-2f42-4e04-b125-e4eeeadbb1b6,Nigeria,NULL,NULL,NULL
Learner#3022f767-c3ca-4ac3-b33d-a2ad3a4c5bbc,India,NULL,NULL,NULL
Learner#3023b1af-1aa4-4fce-b1de-308eaa52300b,Egypt,NULL,NULL,NULL
Learner#3023c3f6-3669-4a81-bf81-16bea55b276c,Nigeria,Graduate Student,"Kwara State University, Malete",Civil Engineering
Learner#3024716a-c23c-4f28-85b4-429b9f7f3fde,India,Undergraduate Student,DJ Sanghvi college of engineering,Btech
Learner#302473de-7d7c-47f1-af4a-8d6ea87ae4bb,Egypt,Not in Education,Faculty of tourism and hotels,Marketing
Learner#3025298a-1d54-45cc-a5f5-af56fb940b8b,Bangladesh,NULL,NULL,NULL
Learner#30256913-69bc-4659-88ef-a94000f51cb5,United States,Graduate Student,Saint Louis University,Information Systems
Learner#30265f5a-80cc-4e9e-813d-dfcd2a190d61,India,NULL,NULL,NULL
Learner#30268735-9b16-48d6-9f6e-c80a5698e3dc,India,Graduate Student,Creative girls college,MBA
Learner#30269f23-2674-4a82-949b-34d025b58acd,Nigeria,Graduate Student,Federal University of Oye Ekiti,Computer Engineering
Learner#302948e1-4f1b-4ea0-9219-e9d42e50773f,Nigeria,Graduate Student,Tai Solarin University of Education,Economics
Learner#302973eb-949f-426c-9095-3de4ba96edf6,India,Undergraduate Student,Tps college,Accounting and Finance
Learner#30299c64-34bc-40f2-99bd-32d4bb56e6da,Pakistan,NULL,NULL,NULL
Learner#3029be35-c3b0-4994-9914-833516e1b30a,India,NULL,NULL,NULL
Learner#302a5bbb-1e1f-4410-9a84-cf67a7c812fc,India,Undergraduate Student,World University of Design,Computer Science
Learner#302b467c-d751-4095-a55e-ca8bd0311d0a,Bangladesh,NULL,NULL,NULL
Learner#302b9b37-5e6b-4843-8036-23a4b68df88f,Nigeria,Graduate Student,Madonna University,Economics
Learner#302b9c23-aee7-4b12-b5ca-b78f296da982,United States,NULL,NULL,NULL
Learner#302bad32-4887-483b-9f6d-eaad2b4c5ebf,Nigeria,Graduate Student,Rivers State University,Statistics
Learner#302c0987-dfc2-4ad6-8949-2e078867dab7,India,Not in Education,St Mary%27s Engineering College,Under Training
Learner#302cc70f-35c0-4d35-acf5-0bf96dce97af,United States,NULL,NULL,NULL
Learner#302d008b-31b9-450a-80a4-cfc06710e3ad,India,NULL,NULL,NULL
Learner#302d067d-e4d8-4dec-b7c6-3f17f5e6a7d2,Philippines,NULL,NULL,NULL
Learner#30483c10-43a7-480c-b267-e64cec4923ab,United States,NULL,NULL,NULL
Learner#302dc61f-56dc-4383-b702-f44baf5b9736,India,Undergraduate Student,"Geetanjali Medical College & Hospital, Udaipur",Medical Sciences
Learner#302debed-784d-479d-9fd4-728bd071d8f2,NULL,NULL,NULL,NULL
Learner#302f2c52-d32c-41c9-876d-44b14f0eb9d5,Ghana,NULL,NULL,NULL
Learner#302f9d52-202f-4822-8dfd-dcb451f1ddb1,Nigeria,NULL,NULL,NULL
Learner#302fad83-b6d6-4961-9fb1-6085ee009bba,Nigeria,Undergraduate Student,University of Lagos,Economics
Learner#302fc11a-0de0-4ad9-a590-66bf930521ac,Nigeria,Graduate Student,Federal University of Agriculture Abeokuta,Accounting and Finance
Learner#302fdc6b-da32-470f-bb77-f89a6cbdb0d4,Nigeria,Graduate Student,Caleb University,Product Management
Learner#30301157-9512-4917-8097-46b9a774e1f7,India,Undergraduate Student,"Indian Institute of Technology, Varanasi (BHU)",Physics
Learner#3030dd23-12d7-4559-9d86-3f6fa987e801,India,NULL,NULL,NULL
Learner#3030fbfb-955e-443c-bc05-56f59853f3bd,Philippines,Undergraduate Student,Silliman University,Economics
Learner#3032b977-51fa-432c-ae91-9cfde38b642a,Pakistan,NULL,NULL,NULL
Learner#3032f83d-4180-495d-9d31-ff82a6e526c6,India,NULL,NULL,NULL
Learner#30331d5a-0b60-476e-b748-722a899cf3e0,Nigeria,Graduate Student,Federal University of Technology Akure,Data Analytics
Learner#30343d8f-6332-41d0-aebb-e46f1dd9655c,Nigeria,Undergraduate Student,"Federal University of Technology, Owerri",Mechanical Engineering
Learner#3034bd15-8e7a-4a11-8525-dcae22c08a97,India,Not in Education,University of Pune,Enviromental Science
Learner#3035fc9b-7a64-463f-9a0d-4a1bcb20ff5d,Pakistan,Graduate Student,"Government islamia college for women, Cooper road Lahore",Computer Science
Learner#3036a508-b06b-4997-9f83-50974e48cb92,Pakistan,Undergraduate Student,Quaid e Azam Law College,Law
Learner#3036b007-f5a4-41c3-9223-0578ca733e44,India,High School Student,Global Indian international school,Applied Cybersecurity and Information Technology
Learner#3036f38d-9747-4900-9baf-cbf9c77ef83d,South Africa,Undergraduate Student,IQ Academy,Logistics
Learner#3037a44f-2755-47d4-a7c8-85cfb8aa0365,Pakistan,Graduate Student,Virtual university,Supply Chain Management
Learner#3037e364-b990-4f65-b34d-0902d039a361,Nigeria,Graduate Student,Delta state university,Computer Science
Learner#3038078d-dc07-4e43-8fe2-5dadb2d29e31,Nigeria,Undergraduate Student,"The Polytechnic, Ibadan",Mass Communication
Learner#303a6f86-7c13-42b0-80f7-885d34435c58,India,Undergraduate Student,"MKSSS’s Cummins College of Engineering, Pune",Electronics and Telecommunication Engineering
Learner#303b7e8a-7276-4450-8373-4a66284e3581,NULL,NULL,NULL,NULL
Learner#303beefe-95cb-4ecb-bc2a-2d009201917d,India,Undergraduate Student,Techno International Newtown,Information Technology
Learner#303c0816-73c0-454e-9e15-560d198943b2,Egypt,Graduate Student,MSA university,Pharmacy and Pharmacology
Learner#303cabbd-60db-46c0-a7ef-3aa272ad73bd,India,Graduate Student,KL UNIVERSITY,Computer Science
Learner#303d49c4-82c2-47a6-bc11-4b2e3bb20ed6,Pakistan,Undergraduate Student,University of Sindh,Finance
Learner#303d54f9-9636-4d25-a625-d6d139cce942,India,NULL,NULL,NULL
Learner#303d6d62-7d2b-4882-b1c5-6cee208e7fdc,Pakistan,Undergraduate Student,Dawood university of engineering and technology,Mathematics
Learner#303d9843-d260-4c5a-b56c-a18333c432f1,India,NULL,NULL,NULL
Learner#303db934-9827-4fb2-89fa-fc95a72cd9de,India,NULL,NULL,NULL
Learner#303e5caf-d616-421c-8a0c-189fa1cd7d42,India,Not in Education,University of Allahabad,Computer Science
Learner#303fcebf-fa8a-4a99-bae8-fa2a899f8d1c,United States,High School Student,Progressive leadership academy,Business Administration
Learner#303fe666-3d58-4fac-90c3-22d3fd0d1351,Nigeria,Graduate Student,Osun State University,Botany
Learner#30412dbf-3d64-421b-9b7c-e9a301699dd5,Egypt,NULL,NULL,NULL
Learner#3041a11e-b749-41ff-afd8-6ec9b2478c81,Egypt,NULL,NULL,NULL
Learner#3041cb3e-5d7f-48df-87ff-0a9525438b3a,Nigeria,Graduate Student,University of Abuja,Education Management
Learner#3041eff6-69be-489c-badd-f9725e1826a8,Nigeria,NULL,NULL,NULL
Learner#30498ef4-db80-4cf7-a583-039d3db1f0e6,India,NULL,NULL,NULL
Learner#30424b12-839e-4dc8-8c6b-a739042c01ae,India,Not in Education,Shree Devi college of information science,Computer Applications
Learner#30426f15-3e55-4b36-84b9-11e520eaa624,NULL,NULL,NULL,NULL
Learner#304293f7-2d14-48fb-90cb-c8c49d45caef,Nigeria,NULL,NULL,NULL
Learner#3042a18e-f050-4c63-89b6-d2fcf6717fa5,Egypt,Graduate Student,Suez Canal University,Tourism and Hotel Management
Learner#30435447-1e41-4712-b684-ee6451aa7016,India,High School Student,Janta Vidyalaya Junior College,Biomedical Engineering
Learner#30437dcb-9bf8-48e7-b7cd-b43b2e408573,India,Undergraduate Student,Ashoka Center for Business and Computer Studies,Bachelor of Computer Science
Learner#3043bb14-6df5-4908-8dd6-24779c15cfd7,South Africa,Graduate Student,University of Pretoria,Social Work
Learner#3043e807-a31c-4933-a43c-d5498f99d9f7,Nigeria,NULL,NULL,NULL
Learner#30440452-b1fc-4dd7-8b39-e77f53fb6960,Nigeria,Graduate Student,Federal University Oye Ekiti,English Language and Literature
Learner#304986c8-0771-480b-9384-b93d8a7a5974,Ghana,NULL,NULL,NULL
Learner#3046ead8-bfd2-43c4-b72a-a58082182351,India,Graduate Student,DU,Accounting and Finance
Learner#30472c0d-95ec-4653-9cbe-c06e652fcddd,United States,NULL,NULL,NULL
Learner#30479da7-002d-4455-a7aa-b6c2c659229b,Pakistan,NULL,NULL,NULL
Learner#30482a02-41df-4405-826a-7a895a07cc2e,Nigeria,Graduate Student,Federal Polytechnic Ilaro,Business Administration
Learner#3049e692-040e-4e44-b0c7-0f9d1e9d2681,India,Undergraduate Student,"GLA UNIVERSITY , MATHURA",Bsc
Learner#3049f69c-a4e6-4bc8-999c-d9cf3ab6f333,Pakistan,NULL,NULL,NULL
Learner#304a3261-97f6-4d9d-9890-271b1c8cc31d,India,NULL,NULL,NULL
Learner#304acfff-b941-4775-8a01-96002f3f4a7e,Nigeria,NULL,NULL,NULL
Learner#304b658e-6575-4d5e-9e92-555d75814d8c,Egypt,NULL,NULL,NULL
Learner#304d8319-6112-4eac-ae68-82d550f049d1,India,NULL,NULL,NULL
Learner#304c3349-04b3-45f3-bed5-7d9be76d6bc2,Ghana,Undergraduate Student,University of Cape Coast,Procurement
Learner#304c6afb-8c33-42ea-96bf-ec6300efa773,Philippines,Undergraduate Student,Villagers Montessori College,Financial Management
Learner#304d0827-c9d7-486a-ad0c-8823c89593cb,Nigeria,NULL,NULL,NULL
Learner#304d395a-b7a1-4ccb-99f6-c421e256dfa8,Bangladesh,Undergraduate Student,brindaban government college,Accounting
Learner#304e405b-792c-4ae2-8c67-ef7ca6605fde,India,Graduate Student,Anna university,Information Technology
Learner#304ec6e5-859e-41ad-93c5-80807abe8057,Pakistan,Graduate Student,Karachi university,Job
Learner#304f1158-dfaa-412c-b2b4-baf040343f20,India,Undergraduate Student,Jansons Institute of Technology,Electronics and Communication
Learner#30501cf4-53fb-493c-bf31-c2de3f31e3fb,United States,Graduate Student,syracuse university,Biotechnology
Learner#30504ec5-9ad2-451f-8b0b-26f2734a40c2,India,Graduate Student,Prestige Institute Indore,MBA
Learner#30504f95-e9e4-4564-b68c-72b6ab992c87,Pakistan,Graduate Student,SBBU,Islamic Studies
Learner#30508d95-7cfa-458b-ab6b-18671cab9578,India,NULL,NULL,NULL
Learner#305241f9-c421-4c39-9f72-5b1697fbe2e4,India,Undergraduate Student,Chadalawada Ramanamma Engineering College,Computer Science and Engineering
Learner#30524252-c0aa-4d8e-af1e-bf47c4609cac,Nigeria,Graduate Student,Lloyd%27s Maritime University,Engineering Management
Learner#305355ba-c8fe-4c24-96f8-a0eeaf6f5407,Pakistan,Undergraduate Student,GCWUF,Bachelor of Science in Computer Science
Learner#3053a2e2-b1d2-41dd-bee9-5dfceb6ade36,India,Graduate Student,University of Kashmir,Computer Science and Engineering
Learner#3053aa62-dfd3-4ec8-889e-82ffae8ecac2,Pakistan,Undergraduate Student,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology University,Mechatronics Engineering
Learner#3054290c-ac90-4345-941b-4201852361f2,Ghana,NULL,NULL,NULL
Learner#30549ab4-f5eb-4d19-9bf6-9b9afc348b72,Nigeria,Undergraduate Student,Crawford University,Computer Science
Learner#305beb7b-d787-404e-90d7-67e41c3e5fe2,Ghana,NULL,NULL,NULL
Learner#3054d33b-d43f-492f-ae09-41ae50a2e52d,Nigeria,NULL,NULL,NULL
Learner#30557e4a-91a1-4cfb-a273-0f10030de367,India,Graduate Student,Bansal institute,Software Engineering
Learner#3055d5d4-0937-442f-ae12-ac02e488545e,Kenya,NULL,NULL,NULL
Learner#30567202-f1aa-495c-bbe9-23886767dddf,India,NULL,NULL,NULL
Learner#305693cb-a0cc-4cbb-99bc-80637d8a9b20,Philippines,Graduate Student,Holy Angel University,Computer Information Systems
Learner#3056c2ea-9835-4216-b5f4-8b9c238085ba,Nigeria,Graduate Student,Novena University Ogume,Sociology
Learner#3056e26d-a5d9-4246-8bdc-ea2e00b6bf39,Pakistan,Undergraduate Student,Quaid e awam engineering and technology university nawabshah,Mechanical Engineering
Learner#305734b5-e7a7-42f0-a422-f9f82c7a911f,Kenya,Graduate Student,Maseno University,Bachelor of Arts
Learner#30584409-d69a-428b-a10f-da9dcbb55046,Nigeria,High School Student,Command Day secondary school,computer science
Learner#305891e8-d40c-4808-b672-dbee5bb92e99,Zimbabwe,NULL,NULL,NULL
Learner#3058c194-3086-4992-b8e2-01fc8ff1ccf7,Pakistan,High School Student,Beaconhouse college programme multan,Business and Management Studies
Learner#3058fd16-242f-4bc1-869b-3c7a656827bd,India,Graduate Student,Shri Shikshayatan College,Journalism
Learner#30595af2-ce83-4356-b64f-8589650a6ca5,United States,NULL,NULL,NULL
Learner#3059c19d-9ba6-4788-815d-c4afc410afab,Egypt,NULL,NULL,NULL
Learner#305a5979-f856-446c-a45e-58979d592fb2,India,NULL,NULL,NULL
Learner#305a73e4-08fd-4347-af16-f79764263d7f,United States,NULL,NULL,NULL
Learner#305c1cea-0201-46ef-865d-9881c2d8c67b,Philippines,Graduate Student,University of the Philippines,Industrial Engineering
Learner#305c248a-bfb8-4b99-a21a-3f559276b111,Nigeria,NULL,NULL,NULL
Learner#305c372b-2f98-491e-a29d-550282cd8b08,Ghana,Undergraduate Student,Lingo Consult,Civil Engineering
Learner#305d9417-e952-43d1-8df7-b50506a2a41e,United States,NULL,NULL,NULL
Learner#305e2fdb-dfc4-4e30-b6ca-5c2484400bcc,Nigeria,NULL,NULL,NULL
Learner#305fe8c4-a368-4de1-a005-47aa883fc442,Nigeria,NULL,NULL,NULL
Learner#3060126d-e724-46c8-a1c9-a1998c931250,India,NULL,NULL,NULL
Learner#30601996-6db9-450b-b0dc-e1e67f8d51d8,India,Graduate Student,IIIT BANGALORE,PG in FULL STACK DEVELOPMENT
Learner#3060c3ad-568c-4de1-9209-b170e09747fe,India,Graduate Student,"Nilkamal school of mathematics, applied statistics and analytics",Data Science
